WKT,id,name,lat,long
"POINT (111.4752851 -0.2787808)",61.0,KALIMANTAN BARAT,-0.2787808,111.4752851
"POINT (113.3823545 -1.6814878)",62.0,KALIMANTAN TENGAH,-1.6814878,113.3823545
"POINT (115.2837585 -3.0926415)",63.0,KALIMANTAN SELATAN,-3.0926415,115.2837585
"POINT (116.419389 1.6406296)",64.0,KALIMANTAN TIMUR,1.6406296,116.419389
"POINT (116.0430852 2.9343759)",65.0,KALIMANTAN UTARA,2.9343759,116.0430852
