WKT,id,name,lat,long
"POINT (123.97500179999999 0.6246932)",71.0,SULAWESI UTARA,0.6246932,123.97500179999999
"POINT (121.4456179 -1.4300254)",72.0,SULAWESI TENGAH,-1.4300254,121.4456179
"POINT (119.9740534 -3.6687993999999997)",73.0,SULAWESI SELATAN,-3.6687993999999997,119.9740534
"POINT (122.174605 -4.144909999999999)",74.0,SULAWESI TENGGARA,-4.144909999999999,122.174605
"POINT (122.44672379999999 0.6999371999999999)",75.0,GORONTALO,0.6999371999999999,122.44672379999999
"POINT (119.23207839999999 -2.8441370999999998)",76.0,SULAWESI BARAT,-2.8441370999999998,119.23207839999999
